"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
suplemento-en-polvo-optimum-nutrition-serious-mass-proteinas-en-bolsa-de-5-44kg;"Suplemento En Polvo Optimum Nutrition Serious Mass Proteínas En Bolsa De 5.44kg";"Marcas > Suplementos Importados > Optimum, Suplementos > Ganadores de peso";Sabor;Chocolate;;;;;206,571.58;196,243.00;5.50;0.00;0.00;0.00;0;"OPTIM0 SERIOUS MASS 5,44kg BOLSON CHOCOLATE";;SI;NO;;;;;Optimum;SI;;;;118,935.00
suplemento-en-polvo-optimum-nutrition-serious-mass-proteinas-en-bolsa-de-5-44kg;;;Sabor;Vainilla;;;;;206,571.58;196,243.00;5.50;0.00;0.00;0.00;0;"OPTIM0 SERIOUS MASS 5,44kg BOLSON VAINILLA";;;;;;;;;;;;;118,935.00
suplemento-en-polvo-universal-nutrition-creatine-creatina-monohidratada-en-pote-de-300g;"Suplemento En Polvo Universal Nutrition Creatine Creatina Monohidratada En Pote De 300g";"Marcas > Suplementos Importados > Universal, Suplementos > Creatinas";;;;;;;53,460.00;50,787.00;0.30;0.00;0.00;0.00;0;"UNIV0 CREA 300G";;SI;NO;;"Aumento de fuerza, Aumento de resistencia muscular, Creatina monohidratada, Desarrollo muscular, Entrenamiento deportivo, Mejora del Rendimiento, Potenciador muscular, Suplemento en Polvo, Suplemento fitness, Universal Nutrition";"Creatina Monohidratada Universal Nutrition 300g: Potencia Tu Entrenami";"Mejora tu rendimiento con la Creatina Monohidratada de Universal Nutrition. Aumenta la fuerza, potencia y resistencia muscular para lograr mejores resultados en tus entrenamientos. Suplemento en polvo de alta calidad en un práctico pote de 300g.";"Universal Nutrition";SI;;;;30,780.00
suplemento-en-polvo-bsn-aminox-aminoacidos-en-pote-de-1kg;"Suplemento En Polvo Bsn Aminox Aminoácidos En Pote De 1kg";"Marcas > Suplementos Importados > BSN, Suplementos > BCAA · Aminos";Sabor;"Blue Raspberry";;;;;135,034.74;128,283.00;1.00;0.00;0.00;0.00;0;"BSN0 AMINOX 1KG BLUE";;SI;NO;;"aminoacidos esenciales, BSN AminoX, Energia y Resistencia, Pote 1kg, recuperacion muscular, rendimiento deportivo, suplemento deportivo, Suplemento en Polvo, suplemento fitness, Watermelon";"Suplemento en Polvo BSN AminoX Aminoácidos Watermelon 1kg";"Descubre el suplemento en polvo BSN AminoX con delicioso sabor a Watermelon en un práctico pote de 1kg. Formulado para apoyar la recuperación muscular, mejorar la resistencia física y aumentar la energía durante los entrenamientos intensos. Ideal para deportistas que buscan optimizar su rendimiento y alcanzar sus m";Bsn;SI;;;;77,747.00
suplemento-en-polvo-bsn-aminox-aminoacidos-en-pote-de-1kg;;;Sabor;"Fruit Punch";;;;;135,034.74;128,283.00;1.00;0.00;0.00;0.00;0;"BSN0 AMINOX 1KG FRUIT";;;;;;;;;;;;;77,747.00
suplemento-en-polvo-bsn-aminox-aminoacidos-en-pote-de-1kg;;;Sabor;Watermelon;;;;;135,034.74;128,283.00;1.00;0.00;0.00;0.00;0;"BSN0 AMINOX 1KG WATER";;;;;;;;;;;;;77,747.00
silla-de-comer-bebe-love-610-booster-2-alturas;"Silla De Comer Bebé Love 610 Booster 2 Alturas";"Accesorios para Bebes y Niños, Mundo del bebé";Color;Aqua;Nombre-Del-DiseñO;"Silla De Comer Booster";;;31,997.00;30,397.00;1.00;0.00;0.00;0.00;21;"LOVE0 610SILLA CELESTE";7797028006109;SI;NO;;"accesorios bebe, alimentacion infantil, silla alta bebe, silla bebe, silla bebe 2 alturas, silla bebe ajustable, silla bebe ergonomica, silla bebe facil limpieza, silla bebe portatil, silla booster bebe, silla de comer, silla de mesa bebe, silla love 610, silla para alimentar bebe";"Silla de Comer Bebé Love 610 Booster - 2 Alturas Ajustables";"La silla de comer para bebé Love 610 Booster es versátil y práctica. Con 2 alturas ajustables, se adapta al crecimiento de tu pequeño. Cómoda, segura y fácil de limpiar, es perfecta para alimentar al bebé en casa o fuera. ¡Haz que la hora de comer sea un momento feliz y seguro!";Love;SI;;;;18,422.00
silla-de-comer-bebe-love-610-booster-2-alturas;;;Color;Celeste;Nombre-Del-DiseñO;"Silla De Comer Booster";;;31,997.00;30,397.00;1.00;0.00;0.00;0.00;0;"LOVE0 610SILLA CELESTE";;;;;;;;;;;;;18,422.00
silla-de-comer-bebe-love-610-booster-2-alturas;;;Color;Gris;Nombre-Del-DiseñO;"Silla De Comer Booster";;;31,997.00;30,397.00;1.00;0.00;0.00;0.00;21;"LOVE0 610SILLA AQUA";1;;;;;;;;;;;;18,422.00
silla-de-comer-bebe-love-610-booster-2-alturas;;;Color;Rosa;Nombre-Del-DiseñO;"Silla De Comer Booster";;;31,997.00;30,397.00;1.00;0.00;0.00;0.00;18;"LOVE0 610SILLA Rosa";7797028006109;;;;;;;;;;;;18,422.00
adaptador-de-inodoro-infantil-acolchonado-reductor-fan-8805;"Adaptador De Inodoro Infantil Acolchonado Reductor Fan 8805";"Marcas > Juguetes y Accesorios, Juguetes";Color;Ballena;;;;;10,331.00;9,814.00;0.50;0.00;0.00;0.00;1;"EXPLO0 ADAP INODORO 8805 - Ballena";;SI;NO;;"Accesorios para bano infantil, Acolchonado, Adaptador de inodoro infantil, Asiento de inodoro para ninos, Comodidad en el bano, Entrenamiento para ir al bano, Ergonomico, Reductor de inodoro para ninos, Seguridad infantil en el bano, Transicion al inodoro adulto";"Adaptador de Inodoro Infantil Acolchonado - Modelo Fan 8805";"El adaptador de inodoro acolchonado Fan 8805 proporciona comodidad y seguridad para los niños durante el entrenamiento para ir al baño. Diseñado ergonómicamente con material suave, asegura una experiencia cómoda y libre de resbalones. Ideal para facilitar la transición al inodoro adulto.";Explorer;SI;;;;5,948.00
adaptador-de-inodoro-infantil-acolchonado-reductor-fan-8805;;;Color;Buho;;;;;10,331.00;9,814.00;0.50;0.00;0.00;0.00;0;"EXPLO0 ADAP INODORO 8805 - Buho";;;;;;;;;;;;;5,948.00
adaptador-de-inodoro-infantil-acolchonado-reductor-fan-8805;;;Color;"Lunares/ Verde";;;;;10,331.00;9,814.00;0.50;0.00;0.00;0.00;2;"EXPLO0 ADAP INODORO 8805 - Lunares/Verde";;;;;;;;;;;;;5,948.00
adaptador-de-inodoro-infantil-acolchonado-reductor-fan-8805;;;Color;Patitos;;;;;10,331.00;9,814.00;0.50;0.00;0.00;0.00;0;"EXPLO0 ADAP INODORO 8805 - Patito";;;;;;;;;;;;;5,948.00
adaptador-de-inodoro-infantil-acolchonado-reductor-fan-8805;;;Color;"Perritos/ Rosa";;;;;10,331.00;9,814.00;0.50;0.00;0.00;0.00;11;"EXPLO0 ADAP INODORO 8805 - Perritos/Rosa";;;;;;;;;;;;;5,948.00
adaptador-de-inodoro-infantil-acolchonado-reductor-fan-8805;;;Color;"Sapito/ Abejas";;;;;10,331.00;9,814.00;0.50;0.00;0.00;0.00;0;"EXPLO0 ADAP INODORO 8805 - Sapito/Abejas";;;;;;;;;;;;;5,948.00
toallitas-humedas-johnsons-baby-toque-de-bebe-50-u;"Toallitas Húmedas Johnson's Baby Toque De Bebé 50 U";;;;;;;;1,511.00;;0.30;0.00;0.00;0.00;0;;;SI;NO;;;;;Johnson;SI;;;;
suplemento-en-polvo-star-nutrition-platinum-whey-protein-907g;"Suplemento En Polvo Star Nutrition Platinum Whey Protein 907g";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos > Proteínas";Sabor;Banana;;;;;64,040.00;60,838.00;1.00;0.00;0.00;0.00;10;"STARNU0 907G BANA";;SI;NO;;"star nutrition";"Star Nutrition Platinum Whey Protein 907g | Suplemento en Polvo";"Maximiza tu rendimiento con Star Nutrition Platinum Whey Protein 907g. Este suplemento en polvo de alta calidad ayuda a incrementar la masa muscular, mejorar la recuperación y potenciar tus entrenamientos. Ideal para atletas y entusiastas del fitness que buscan resultados óptimos.";"Star Nutrition";SI;;;;36,871.00
suplemento-en-polvo-star-nutrition-platinum-whey-protein-907g;;;Sabor;Chocolate;;;;;64,040.00;60,838.00;1.00;0.00;0.00;0.00;0;"STARNU0 907G CHOCO";0619660878777;;;;;;;;;;;;36,871.00
suplemento-en-polvo-star-nutrition-platinum-whey-protein-907g;;;Sabor;"Cookies & cream";;;;;64,040.00;60,838.00;1.00;0.00;0.00;0.00;23;"STARNU0 907G COOK";;;;;;;;;;;;;36,871.00
suplemento-en-polvo-star-nutrition-platinum-whey-protein-907g;;;Sabor;Frutilla;;;;;64,040.00;60,838.00;1.00;0.00;0.00;0.00;0;"STARNU0 907G FRUTI";0619660878791;;;;;;;;;;;;36,871.00
suplemento-en-polvo-star-nutrition-platinum-whey-protein-907g;;;Sabor;Vainilla;;;;;64,040.00;60,838.00;1.00;0.00;0.00;0.00;493;"STARNU0 907G VAINI";0619660878784;;;;;;;;;;;;36,871.00
protector-de-cama-plenitud-zaleas-8-unidades;"Protector De Cama Plenitud Zaleas 8 Unidades";"Marcas > Higiene y Belleza > Plenitud, Supermercado";;;;;;;6,757.00;6,419.00;1.00;0.00;0.00;0.00;0;"PLEN0 PLENITUD ZALEAS";;SI;NO;;;;;plenitud;SI;;;;
indasec-men-aposito-incontinencia-para-hombre-x10-u;"Indasec Men Aposito Incontinencia Para Hombre X10 U";"Marcas > Higiene y Belleza, Supermercado, SuperV2";Tamaño;"Grande (G)";;;;;6,163.00;;0.50;0.00;0.00;0.00;0;"INDAS0 APOSITO MEN x10";;NO;NO;;;;;Indas;SI;;;;
toallitas-humedas-plenitud-42-unidades;"Toallitas Húmedas Plenitud 42 Unidades";"Marcas > Higiene y Belleza > Plenitud";Tamaño;"Grande (G)";;;;;2,066.00;1,963.00;0.30;0.00;0.00;0.00;0;"PLEN0 T. PLENITUD";;SI;NO;;;;;plenitud;SI;;;;
suplemento-en-polvo-optimum-nutrition-gold-standard-100-whey-proteina-en-pote-de-2-27kg;"Suplemento En Polvo Optimum Nutrition Gold Standard 100% Whey Proteína En Pote De 2.27kg";"Marcas > Suplementos Importados > Optimum, Suplementos > Proteínas";Sabor;"Extreme Milk Chocolate";;;;;265,428.42;252,157.00;2.27;0.00;0.00;0.00;0;"OPTIM0 WHEY 2.27KG CHOCO";;SI;NO;;;;;Optimum;SI;;;;152,822.00
suplemento-en-polvo-optimum-nutrition-gold-standard-100-whey-proteina-en-pote-de-2-27kg;;;Sabor;"Cookies & Cream";;;;;265,428.42;252,157.00;2.27;0.00;0.00;0.00;0;"OPTIM0 WHEY 2.27KG COOK";;;;;;;;;;;;;152,822.00
suplemento-en-polvo-optimum-nutrition-gold-standard-100-whey-proteina-en-pote-de-2-27kg;;;Sabor;Strawberry;;;;;265,428.42;252,157.00;2.27;0.00;0.00;0.00;0;"OPTIM0 WHEY 2.27KG FRUTI";;;;;;;;;;;;;152,822.00
suplemento-en-polvo-optimum-nutrition-gold-standard-100-whey-proteina-en-pote-de-2-27kg;;;Sabor;"Vanilla Ice Cream";;;;;265,428.42;252,157.00;2.27;0.00;0.00;0.00;0;"OPTIM0 WHEY 2.27KG VAINI";;;;;;;;;;;;;152,822.00
suplemento-en-polvo-bsn-aminox-aminoacidos-en-pote-de-435g;"Suplemento En Polvo Bsn Aminox Aminoácidos En Pote De 435g";"Marcas > Suplementos Nacionales Deportivos, Marcas > Suplementos Importados > BSN, Suplementos > BCAA · Aminos";Sabor;"Blue Raspberry";;;;;60,329.47;57,313.00;0.50;0.00;0.00;0.00;8;"BSN0 AMINOX 435G BLUE";0834266003389;SI;NO;;"aminoacidos esenciales, BSN AminoX, Energia y Resistencia, Pote 435g, recuperacion muscular, rendimiento deportivo, suplemento deportivo, Suplemento en Polvo, suplemento fitness, Watermelon";"Suplemento en Polvo BSN AminoX Aminoácidos Sabor Watermelon 435g";"Descubre el suplemento en polvo BSN AminoX con refrescante sabor a Watermelon. Formulado para apoyar la recuperación muscular y mejorar la resistencia física. Ideal para deportistas que buscan optimizar su rendimiento y aumentar la energía. Encuentra este potente suplemento deportivo en nuestro catálogo y alcanza t";Bsn;SI;;;;34,735.00
suplemento-en-polvo-bsn-aminox-aminoacidos-en-pote-de-435g;;;Sabor;"Fruit Punch";;;;;60,329.47;57,313.00;0.50;0.00;0.00;0.00;0;"BSN0 AMINOX 435G FRUIT";;;;;;;;;;;;;34,735.00
suplemento-en-polvo-bsn-aminox-aminoacidos-en-pote-de-435g;;;Sabor;"Sabor Grape";;;;;60,329.47;57,313.00;0.50;0.00;0.00;0.00;3;"BSN0 AMINOX 435G GRAPE";;;;;;;;;;;;;34,735.00
suplemento-en-polvo-bsn-aminox-aminoacidos-en-pote-de-435g;;;Sabor;Watermelon;;;;;60,329.47;57,313.00;0.50;0.00;0.00;0.00;7;"BSN0 AMINOX 435G WATER";;;;;;;;;;;;;34,735.00
suplemento-en-polvo-optimum-nutrition-gold-standard-100-whey-en-pote-de-907g;"Suplemento En Polvo Optimum Nutrition Gold Standard 100% Whey En Pote De 907g";"Marcas > Suplementos Importados > Optimum, Suplementos";Sabor;"Extreme Milk Chocolate";;;;;123,253.68;117,091.00;1.00;0.00;0.00;0.00;0;"OPTIM0 907G CHOCO";;SI;NO;;;;;Optimum;SI;;;;70,964.00
suplemento-en-polvo-optimum-nutrition-gold-standard-100-whey-en-pote-de-907g;;;Sabor;"Cookies & Cream";;;;;123,253.68;117,091.00;1.00;0.00;0.00;0.00;0;"OPTIM0 907G COOK";;;;;;;;;;;;;70,964.00
suplemento-en-polvo-optimum-nutrition-gold-standard-100-whey-en-pote-de-907g;;;Sabor;"Delicious Strawberry";;;;;123,253.68;117,091.00;1.00;0.00;0.00;0.00;0;"OPTIM0 907G FRUTI";;;;;;;;;;;;;70,964.00
suplemento-en-polvo-optimum-nutrition-gold-standard-100-whey-en-pote-de-907g;;;Sabor;"Mocha Cappuccino";;;;;123,253.68;117,091.00;1.00;0.00;0.00;0.00;0;"OPTIM0 907G MOCHA";;;;;;;;;;;;;70,964.00
suplemento-en-polvo-optimum-nutrition-gold-standard-100-whey-en-pote-de-907g;;;Sabor;"Vanilla Ice Cream";;;;;123,253.68;117,091.00;1.00;0.00;0.00;0.00;0;"OPTIM0 907G VAINI";;;;;;;;;;;;;70,964.00
monopatin-ninos-3-en-1-con-asiento-explorer-fan-7820-colores;"Monopatin Niños 3 En 1 Con Asiento Explorer Fan 7820 Colores";"Marcas > Juguetes y Accesorios, Juguetes";Color;Rojo;;;;;29,083.00;27,628.00;1.00;0.00;0.00;0.00;0;"EXPLO0 MONOPATIN 7820 - Rojo";;SI;NO;;"Explorer Fan 7820, Juego al aire libre, Juguete 3 en 1, Juguete deportivo ninos, Monopatin con sillin, Monopatin ninos, Patineta ajustable, Patineta con asiento, Patineta convertible, Regalo ninos";"Monopatín Niños 3 en 1 con Asiento Explorer Fan 7820 - Varios Colore";"Descubre el Monopatín Niños 3 en 1 con Asiento Explorer Fan 7820. Ideal para aprender y divertirse con un diseño versátil que se convierte de patineta a triciclo con asiento. Perfecto para niños que exploran el aire libre con comodidad y seguridad.";Explorer;SI;;;;16,744.00
monopatin-ninos-3-en-1-con-asiento-explorer-fan-7820-colores;;;Color;Celeste;;;;;51,500.00;48,925.00;1.00;0.00;0.00;0.00;0;"EXPLO0 MONOPATIN 7820 - Celeste";;;;;;;;;;;;;
suplemento-en-comprimidos-universal-nutrition-animal-pak-vitaminas-en-lata-44-un;"Suplemento En Comprimidos Universal Nutrition Animal Pak Vitaminas En Lata 44 Un";"Marcas > Suplementos Importados > Animal, Marcas > Suplementos Importados > Universal, Suplementos";;;;;;;137,226.00;130,364.00;0.50;0.00;0.00;0.00;0;"UNIV0 ANIMAL LATA 44U";39442230119;SI;NO;;"44 unidades, animal pak, suplementos, universal, vitaminas";"Suplemento Vitaminas Animal Pak Universal Nutrition 44 Comprimidos";"Compra Animal Pak de Universal Nutrition: 44 comprimidos vitamínicos. Envíos a todo el país y descuentos exclusivos. ¡Aprovechá nuestras ofertas hoy mismo!";"Universal Nutrition";SI;;;;79,008.00
huggies-aposito-post-parto-10-unidades;"Huggies Aposito Post Parto 10 Unidades";"Marcas, Supermercado, SuperV2";Intensidad-Del-Flujo;Moderado;;;;;962.00;;0.50;0.00;0.00;0.00;0;"HUGG0 Huggies POST PARTO";;SI;NO;;;;;Huggies;SI;;;;
toallitas-humedas-para-adulto-ig-fresh-c-aloe-vera-x60-u;"Toallitas Húmedas Para Adulto Ig Fresh C/ Aloe Vera X60 U";"Supermercado, SuperV2";;;;;;;29,083.00;27,628.00;0.30;0.00;0.00;0.00;0;"INDAS0 T IG FRESH";;NO;NO;;"higiene para adultos, ig fresh, poquete de 60 unidades, productos de cuidado personal, toallitas con aloe vera, toallitas con aroma fresco, toallitas con propiedades calmantes, toallitas desechables, Toallitas Humeda, toallitas humedas para adultos, toallitas para cuidado de la piel, toallitas para limpieza intima, toallitas para personas mayores, toallitas refrescantes, toallitas suaves para piel sencible";"Toallitas Húmedas Adulto IG Fresh c/ Aloe Vera x60";"Nuestras toallitas húmedas IG Fresh ofrecen limpieza y frescura para adultos. Con aloe vera, calman y suavizan la piel. Paquete de 60 unidades para uso prolongado. Ideales para higiene personal diaria o en viajes. ¡Disfruta de una sensación de limpieza y confort en cualquier momento!";"Ig Fresh";SI;;;;16,744.00
protector-diario-plenitud-toallita-ultra-leve-20-u;"Protector Diario Plenitud Toallita Ultra Leve 20 U";"Marcas > Higiene y Belleza > Plenitud";;;;;;;625.00;594.00;0.30;0.00;0.00;0.00;0;"PLEN0 PLENITUD PROTECTOR ULTRA LEVE x20";;SI;NO;;;;;plenitud;SI;;;;
toallitas-humedas-para-adultos-comodin-60-unidades;"Toallitas Húmedas Para Adultos Comodin 60 Unidades";"Marcas > Higiene y Belleza > Comodin";;;;;;;29,083.00;27,628.00;0.30;0.00;0.00;0.00;0;"COMOD0 T. COMODIN";;SI;NO;;"Comodin toallitas humedas, Cuidado de la piel, Higiene diaria, Higiene personal adultos, Limpieza delicada, Paquete de 60 toallitas, Toallitas antibacterianas, Toallitas humedas para adultos, Toallitas para incontinencia, Toallitas suaves y resistentes";"Toallitas Húmedas Para Adultos Comodin - 60 Unidades";"Las Toallitas Húmedas Para Adultos Comodin ofrecen una limpieza suave y efectiva, ideales para la higiene diaria. Este paquete de 60 unidades es perfecto para mantener la frescura y comodidad en todo momento. Diseñadas para el cuidado de la piel, son hipoalergénicas y antibacterianas, brindando máxima protección y";comodin;SI;;;;16,744.00
comodin-refuerza-panal-grande-20-unidades;"Comodin Refuerza Pañal Grande 20 Unidades";"Marcas > Higiene y Belleza > Comodin";Tamaño;"Grande (G)";;;;;4,700.00;4,465.00;0.50;0.00;0.00;0.00;0;"COMOD0 REFUERZA G x20";;SI;NO;;"Refuerza Panal";"Refuerza Pañal";"Los comodines refuerza pañal grande ofrecen protección adicional y confort para adultos con necesidades especiales. Con alta absorción y suave ajuste, son ideales para cuidado diario y proporcionan confianza durante todo el día. Perfectos para uso doméstico o en centros de atención médica.";comodin;SI;;;;1,681.00
panales-ropa-interior-descartable-comodin-x-8-unidades;"Pañales Ropa Interior Descartable Comodín X 8 Unidades";;TamañO;"Extra grande";;;;;4,998.00;4,748.00;1.00;0.00;0.00;0.00;0;"COMOD0 ROPA INTERIOR EG x8";;SI;NO;;;;;comodin;SI;;;;
panales-ropa-interior-descartable-comodin-x-8-unidades;;;TamañO;"Extra grande (XG)";;;;;8,623.00;8,192.00;1.00;0.00;0.00;0.00;0;"COMOD0 ROPA INTERIOR EG x8";;;;;;;;;;;;;
panales-ropa-interior-descartable-comodin-x-8-unidades;;;TamañO;Grande;;;;;4,998.00;4,748.00;1.00;0.00;0.00;0.00;0;"COMOD0 ROPA INTERIOR G x8";;;;;;;;;;;;;
panales-ropa-interior-descartable-comodin-x-8-unidades;;;TamañO;"Grande (G)";;;;;8,623.00;8,192.00;1.00;0.00;0.00;0.00;0;"COMOD0 ROPA INTERIOR G x8";;;;;;;;;;;;;
comodin-aposito-incontinencia-fuerte-20-unidades;"Comodin Aposito Incontinencia Fuerte 20 Unidades";"Marcas > Higiene y Belleza > Comodin";;;;;;;4,500.00;4,275.00;0.50;0.00;0.00;0.00;0;"COMOD0 COMODIN APOSITO G x20";;SI;NO;;"absorcion alta, comodin aposito, Cuidado de la piel, cuidado diario, Higiene personal adultos, incontinencia adulto, incontinencia fuerte, paquete de 20 unidades, productos de cuidado personal, productos higienicos";"Comodín Aposito Incontinencia Fuerte - Paquete de 20 Unidades";"Los comodines aposito para incontinencia fuerte ofrecen alta absorción y confort durante todo el día. Este paquete de 20 unidades garantiza protección efectiva y discreta, ideal para adultos que necesitan cuidados especiales. Perfectos para uso doméstico o en entornos médicos.";comodin;SI;;;;1,204.00
panal-indaslip-premium-m8-anatomico-x20-u;"Pañal Indaslip Premium M8 (anatómico) X20 U";"Supermercado, SuperV2";Tamaño;"Mediano (M)";;;;;29,083.00;27,628.00;1.00;0.00;0.00;0.00;0;"INDAS0 INDASLIP M8";;NO;NO;;;;;Indas;SI;;;;16,744.00
panal-indaslip-premium-m8-anatomico-x20-u;;;Tamaño;"Mediano 8";;;;;29,083.00;27,628.00;1.00;0.00;0.00;0.00;0;"INDAS0 INDASLIP M8";;;;;;;;;;;;;16,744.00
practi-bano-facil-comodin-panos-jabonosos-10-u-sin-enjuague;"Practi Baño Facil Comodín Paños Jabonosos 10 U Sin Enjuague";"Marcas > Higiene y Belleza > Comodin";;;;;;;2,604.00;2,474.00;0.50;0.00;0.00;0.00;0;"COMOD0 COMODIN PRACTI BAÑO";;SI;NO;;"Convenientes, Cuidado personal, Limpieza eficaz, Movilidad reducida, Panos jabonosos, Practi Bano, Practicos, Sin agua, Sin enjuague, Viajes";"Practi Baño Facil Comodín Paños Jabonosos 10 U Sin Enjuague";"Los paños jabonosos Practi Baño Facil ofrecen limpieza eficaz sin enjuague. Ideales para situaciones de movilidad reducida o viajes. Contienen 10 unidades, prácticos y sin necesidad de agua.";Comodin;SI;;;;772.00
comodin-basico-grande-50-unidades;"Comodin Basico Grande 50 Unidades";"Marcas > Higiene y Belleza > Comodin";Tamaño;Grande;;;;;22,457.00;21,334.00;1.50;0.00;0.00;0.00;0;"COMOD0 COMODIN BASICO G x50";;SI;NO;;"50 unidades, Comodin basico, Conveniencia, Eficiencia, Grande, Hogar y oficina, Multiusos, Practico, Uso diario, Versatil";"Comodín Básico Grande 50 Unidades";"El comodín básico grande es imprescindible para tus necesidades diarias. Con 50 unidades, es versátil y práctico para múltiples usos en el hogar o la oficina. Asegura conveniencia y eficiencia en cada tarea.";Comodin;SI;;;;5,649.00
comodin-zaleas-grande-10-unidades;"Comodin Zaleas Grande 10 Unidades";"Marcas > Higiene y Belleza > Comodin, Supermercado";Tamaño;"Extra grande (XG)";;;;;29,083.00;27,628.00;1.00;0.00;0.00;0.00;0;"COMOD0 ZALEAS COMODIN";;SI;NO;;"comodin zaleas, cuidado diario, Cuidado personal, higiene hospitalaria, paquete de 10 unidades, productos de higiene, proteccion absorbente, Toallitas para incontinencia, zaleas desechables, zaleas grandes";"Comodín Zaleas Grande - Paquete de 10 Unidades";"Los comodines Zaleas en tamaño grande ofrecen protección absorbente y confort durante su uso. Ideales para cuidado personal diario o situaciones de incontinencia, estas zaleas desechables garantizan higiene y comodidad. Perfectas para uso doméstico o en entornos hospitalarios.";comodin;SI;;;;16,744.00
comodin-clasico-extra-grande-50-unidades;"Comodín Clásico Extra Grande 50 Unidades";"Marcas > Higiene y Belleza > Comodin";TamañO;"Extra grande (XG)";;;;;25,797.00;24,507.00;1.50;0.00;0.00;0.00;0;"COMOD0 COMODIN CLASICO EG x50";;SI;NO;;"absorcion eficaz, apositos economicos, apositos extra grandes, apositos hipoalergenicos, comodin clasico, cuidado diario, Cuidado personal, paquete de 50 unidades, productos de higiene, proteccion y comodidad";"Comodín Clásico Extra Grande - Paquete de 50 Unidades";"Los apósitos Comodín Clásico Extra Grande ofrecen protección y comodidad durante todo el día. Con una absorción eficaz y diseño hipoalergénico, son ideales para el cuidado personal diario. Disfruta de la tranquilidad y la seguridad con este práctico paquete económico de 50 unidades.";comodin;SI;;;;6,040.00
proteina-de-suero-whey-protein-star-nutrition-doypack-x-2-lb;"Proteina De Suero Whey Protein Star Nutrition Doypack X 2 Lb";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos > Proteínas";Sabor;Banana;;;;;59,659.00;56,676.00;1.00;0.00;0.00;0.00;99;"STARNU0 DOY BANA";;SI;NO;;"star nutrition";"Proteína de Suero Whey Protein - Calidad Premium para tu Músculo";"Maximiza tu crecimiento muscular y recuperación con nuestra Whey Protein de suero de alta calidad. Ideal para atletas y aficionados al fitness, este suplemento proporciona proteínas esenciales para aumentar la masa muscular y mejorar el rendimiento. ¡Potencia tus entrenamientos con la mejor nutrición";"Star Nutrition";SI;;;;34,349.00
proteina-de-suero-whey-protein-star-nutrition-doypack-x-2-lb;;;Sabor;"Chocolate suizo";;;;;59,659.00;56,676.00;1.00;0.00;0.00;0.00;0;"STARNU0 DOY CHOCO";0619660878975;;;;;;;;;;;;34,349.00
proteina-de-suero-whey-protein-star-nutrition-doypack-x-2-lb;;;Sabor;"Cookies & Cream";;;;;59,659.00;56,676.00;1.00;0.00;0.00;0.00;178;"STARNU0 DOY COOK";0617395130573;;;;;;;;;;;;34,349.00
proteina-de-suero-whey-protein-star-nutrition-doypack-x-2-lb;;;Sabor;Frutilla;;;;;59,659.00;56,676.00;1.00;0.00;0.00;0.00;412;"STARNU0 DOY FRUTI";0617395130559;;;;;;;;;;;;34,349.00
proteina-de-suero-whey-protein-star-nutrition-doypack-x-2-lb;;;Sabor;"Vainilla Ice";;;;;59,659.00;56,676.00;1.00;0.00;0.00;0.00;436;"STARNU0 DOY VAINI";0619660878968;;;;;;;;;;;;34,349.00
toallitas-femeninas-indasec-extra-20u;"Toallitas Femeninas Indasec Extra 20u";"Marcas > Higiene y Belleza, Supermercado, SuperV2";;;;;;;29,083.00;27,628.00;0.30;0.00;0.00;0.00;0;"INDAS0 APOSITO DISCREET Extra";;NO;NO;;;;;Indas;SI;;;;16,744.00
pump-v8-pre-workout-star-nutrition-285-gr-cafeina-taurina;"Pump V8 Pre Workout Star Nutrition 285 Gr Cafeína Taurina";"Marcas > Suplementos Nacionales Deportivos > Star Nutrition, Suplementos > Pre-entrenos";Sabor;"Açai power";;;;;34,096.00;32,392.00;0.30;0.00;0.00;0.00;36;"STARNU0 V8 - ACAI";;SI;NO;;"star nutrition";"Pump V8 Pre Workout 285g | Estimulante Pre-Entrenamiento con Cafeína";"Aumenta tu rendimiento con Pump V8 Pre Workout 285g. Esta fórmula pre-entrenamiento contiene cafeína y taurina para proporcionar energía sostenida, enfoque mental y resistencia durante tus entrenamientos. ¡Potencia tus sesiones de ejercicio y alcanza tus objetivos!";"Star Nutrition";SI;;;;19,631.00
pump-v8-pre-workout-star-nutrition-285-gr-cafeina-taurina;;;Sabor;"Citrus slush";;;;;34,096.00;32,392.00;0.30;0.00;0.00;0.00;98;"STARNU0 V8 - CITRUS";;;;;;;;;;;;;19,631.00
pump-v8-pre-workout-star-nutrition-285-gr-cafeina-taurina;;;Sabor;"Grape attack";;;;;34,096.00;32,392.00;0.30;0.00;0.00;0.00;29;"STARNU0 V8 - GRAPE";;;;;;;;;;;;;19,631.00
